Alligator,mya
cellular organisms,4249.999999999999
16654,4249.999999999999
Eukaryota,1765.341883820859
Opisthokonta,1305.833517948709
Holozoa,994.168033333329
563254,939.333333333329
Metazoa,939.333333333329
Eumetazoa,939.333333333329
564202,939.333333333329
Bilateria,850.3327392156821
Deuterostomia,730.311111111107
Chordata,736.333333333329
Vertebrata (1993220),634.6544213333291
Gnathostomata,486.227766813329
Euteleostomi,432.95528812878405
Sarcopterygii,415.19143725097604
Dipnotetrapodomorpha,415.19143725097604
Tetrapoda,359.07544516969307
Amniota,323.8571566666621
Sauria,281.10998724637204
Testudines + Archosauria group,255.92490701754008
Archosauria,241.67019874999608
Crocodylia,96.7023351515109
Alligatoridae,67.4446404761862
Alligator,56.351958333329094
