"ky before 2015","T anomaly"
39.665,-6.19
39.715,-6.19
39.715,-6.33
39.765,-6.33
39.765,-5.09
39.815,-5.09
39.815,-6.49
39.865,-6.49
39.865,-5.59
39.915,-5.59
39.915,-5.8
39.965,-5.8
39.965,-6.01
40.015,-6.01
40.015,-6
40.065,-6
40.065,-6.07
40.115,-6.07
40.115,-5.25
40.165,-5.25
40.165,-4.4
40.215,-4.4
40.215,-4.15
40.265,-4.15
40.265,-3.84
40.315,-3.84
40.315,-3.72
40.365,-3.72
40.365,-5.66
40.415,-5.66
40.415,-5.23
40.465,-5.23
40.465,-5.41
40.515,-5.41
40.515,-5.24
40.565,-5.24
40.565,-5.4
40.615,-5.4
40.615,-5.23
40.665,-5.23
40.665,-5.3
40.715,-5.3
40.715,-5.14
40.765,-5.14
40.765,-5.75
40.815,-5.75
40.815,-6.08
40.865,-6.08
40.865,-6.07
40.915,-6.07
40.915,-5.84
40.965,-5.84
40.965,-6.33
41.015,-6.33
41.015,-6.4
41.065,-6.4
41.065,-5.31
41.115,-5.31
41.115,-5.08
41.165,-5.08
41.165,-5.04
41.215,-5.04
41.215,-4.84
41.265,-4.84
41.265,-4.19
41.315,-4.19
41.315,-3.6
41.365,-3.6
41.365,-3.41
41.415,-3.41
41.415,-3.91
41.465,-3.91
41.465,-3.16
41.515,-3.16
41.515,-3.64
41.565,-3.64
41.565,-3.09
41.615,-3.09
41.615,-3.27
41.665,-3.27
41.665,-2.78
41.715,-2.78
41.715,-2.88
41.765,-2.88
41.765,-5.13
41.815,-5.13
41.815,-5.36
41.865,-5.36
41.865,-5.84
41.915,-5.84
41.915,-5.22
41.965,-5.22
41.965,-5.53
42.015,-5.53
42.015,-5.41
42.065,-5.41
42.065,-6.04
42.115,-6.04
42.115,-5.69
42.165,-5.69
42.165,-5.44
42.215,-5.44
42.215,-6.19
42.265,-6.19
42.265,-5.45
42.315,-5.45
42.315,-5.96
42.365,-5.96
42.365,-5.66
42.415,-5.66
42.415,-5.58
42.465,-5.58
42.465,-4.88
42.515,-4.88
42.515,-5.43
42.565,-5.43
42.565,-5.23
42.615,-5.23
42.615,-4.24
42.665,-4.24
42.665,-4.31
42.715,-4.31
42.715,-4.28
42.765,-4.28
42.765,-4.42
42.815,-4.42
42.815,-4.8
42.865,-4.8
42.865,-4.46
42.915,-4.46
42.915,-4.43
42.965,-4.43
42.965,-4.06
43.015,-4.06
43.015,-3.63
43.065,-3.63
43.065,-3.54
43.115,-3.54
43.115,-3.37
43.165,-3.37
43.165,-3.35
43.215,-3.35
43.215,-3.14
43.265,-3.14
43.265,-3.19
43.315,-3.19
43.315,-2.83
43.365,-2.83
43.365,-2.46
43.415,-2.46
43.415,-2.66
43.465,-2.66
43.465,-3.19
43.515,-3.19
43.515,-3.6
43.565,-3.6
43.565,-3.27
43.615,-3.27
43.615,-3.07
43.665,-3.07
43.665,-3.57
43.715,-3.57
43.715,-4.98
43.765,-4.98
43.765,-5.53
43.815,-5.53
43.815,-5.9
43.865,-5.9
43.865,-5.93
43.915,-5.93
43.915,-6.5
43.965,-6.5
43.965,-6.49
44.015,-6.49
44.015,-5.94
44.065,-5.94
44.065,-5.16
44.115,-5.16
44.115,-5.31
44.165,-5.31
44.165,-5.44
44.215,-5.44
44.215,-5.1
44.265,-5.1
44.265,-5.52
44.315,-5.52
44.315,-6.25
44.365,-6.25
44.365,-5.3
44.415,-5.3
44.415,-5.24
44.465,-5.24
44.465,-5.81
44.515,-5.81
44.515,-6.14
44.565,-6.14
44.565,-5.96
44.615,-5.96
44.615,-5.16
44.665,-5.16
44.665,-6.08
44.715,-6.08
44.715,-5.42
44.765,-5.42
44.765,-4.88
44.815,-4.88
44.815,-4.01
44.865,-4.01
44.865,-3.51
44.915,-3.51
44.915,-3.77
44.965,-3.77
44.965,-4.25
45.015,-4.25
45.015,-4.98
45.065,-4.98
45.065,-4.95
45.115,-4.95
45.115,-4.27
45.165,-4.27
45.165,-4.13
45.215,-4.13
45.215,-4.54
45.265,-4.54
45.265,-4.39
45.315,-4.39
45.315,-5.1
45.365,-5.1
45.365,-4.47
45.415,-4.47
45.415,-4.11
45.465,-4.11
45.465,-4.13
45.515,-4.13
45.515,-4.32
45.565,-4.32
45.565,-4.04
45.615,-4.04
45.615,-4.15
45.665,-4.15
45.665,-3.76
45.715,-3.76
45.715,-4.29
45.765,-4.29
45.765,-4.4
45.815,-4.4
45.815,-4.2
45.865,-4.2
45.865,-3.78
45.915,-3.78
45.915,-3.19
45.965,-3.19
45.965,-3.71
46.015,-3.71
46.015,-3.74
46.065,-3.74
46.065,-3.19
46.115,-3.19
46.115,-3.22
46.165,-3.22
46.165,-3.27
46.215,-3.27
46.215,-3.18
46.265,-3.18
46.265,-3.12
46.315,-3.12
46.315,-3.28
46.365,-3.28
46.365,-3.02
46.415,-3.02
46.415,-3.44
46.465,-3.44
46.465,-3.12
46.515,-3.12
46.515,-2.4
46.565,-2.4
46.565,-2.85
46.615,-2.85
46.615,-2.88
46.665,-2.88
46.665,-2.83
46.715,-2.83
46.715,-2.59
46.765,-2.59
46.765,-2.79
46.815,-2.79
46.815,-2.93
46.865,-2.93
46.865,-2.94
46.915,-2.94
46.915,-2.83
46.965,-2.83
46.965,-2.11
47.015,-2.11
47.015,-2.46
47.065,-2.46
47.065,-2.97
47.115,-2.97
47.115,-2.12
47.165,-2.12
47.165,-2.16
47.215,-2.16
47.215,-1.88
47.265,-1.88
47.265,-2.24
47.315,-2.24
47.315,-1.61
47.365,-1.61
47.365,-3.78
47.415,-3.78
47.415,-5.32
47.465,-5.32
47.465,-5.66
47.515,-5.66
47.515,-5.73
47.565,-5.73
47.565,-5.51
47.615,-5.51
47.615,-5.19
47.665,-5.19
47.665,-5.88
47.715,-5.88
47.715,-5.6
47.765,-5.6
47.765,-5.95
47.815,-5.95
47.815,-5.44
47.865,-5.44
47.865,-5.08
47.915,-5.08
47.915,-5.73
47.965,-5.73
47.965,-6.3
48.015,-6.3
48.015,-6.28
48.065,-6.28
48.065,-5.68
48.115,-5.68
48.115,-5.07
48.165,-5.07
48.165,-5.1
48.215,-5.1
48.215,-5.95
48.265,-5.95
48.265,-6.45
48.315,-6.45
48.315,-6.19
48.365,-6.19
48.365,-5.76
48.415,-5.76
48.415,-5.31
48.465,-5.31
48.465,-5.96
48.515,-5.96
48.515,-5.77
48.565,-5.77
48.565,-5.81
48.615,-5.81
48.615,-5.93
48.665,-5.93
48.665,-6.62
48.715,-6.62
48.715,-6.5
48.765,-6.5
48.765,-6.19
48.815,-6.19
48.815,-6.19
48.865,-6.19
48.865,-5.68
48.915,-5.68
48.915,-5.41
48.965,-5.41
48.965,-5.18
49.015,-5.18
49.015,-4.78
49.065,-4.78
49.065,-4.3
49.115,-4.3
49.115,-4.46
49.165,-4.46
49.165,-4.56
49.215,-4.56
49.215,-4.5
49.265,-4.5
49.265,-4.28
49.315,-4.28
49.315,-4.46
49.365,-4.46
49.365,-3.76
49.415,-3.76
49.415,-3.47
49.465,-3.47
49.465,-3.39
49.515,-3.39
49.515,-3.31
49.565,-3.31
49.565,-4.26
49.615,-4.26
49.615,-5.16
49.665,-5.16
49.665,-3.45
49.715,-3.45
49.715,-3.2
49.765,-3.2
49.765,-3.22
49.815,-3.22
49.815,-4.64
49.865,-4.64
49.865,-4.97
49.915,-4.97
49.915,-5.37
49.965,-5.37
49.965,-5.16
50.015,-5.16
50.015,-4.72
50.065,-4.72
50.065,-4.48
50.115,-4.48
50.115,-4.69
50.165,-4.69
50.165,-3.81
50.215,-3.81
50.215,-3.98
50.265,-3.98
50.265,-3.99
50.315,-3.99
50.315,-3.96
50.365,-3.96
50.365,-3.9
50.415,-3.9
50.415,-4.14
50.465,-4.14
50.465,-4.41
50.515,-4.41
50.515,-4.13
50.565,-4.13
50.565,-3.73
50.615,-3.73
50.615,-3.81
50.665,-3.81
50.665,-4.23
50.715,-4.23
50.715,-4.03
50.765,-4.03
50.765,-3.97
50.815,-3.97
50.815,-4.23
50.865,-4.23
50.865,-4.26
50.915,-4.26
50.915,-4.12
50.965,-4.12
50.965,-3.91
51.015,-3.91
51.015,-4.17
51.065,-4.17
51.065,-3.45
51.115,-3.45
51.115,-4.01
51.165,-4.01
51.165,-4.06
51.215,-4.06
51.215,-3.75
51.265,-3.75
51.265,-3.84
51.315,-3.84
51.315,-3.67
51.365,-3.67
51.365,-4.13
51.415,-4.13
51.415,-4.13
51.465,-4.13
51.465,-3.7
51.515,-3.7
51.515,-3.99
51.565,-3.99
51.565,-4.04
51.615,-4.04
51.615,-3.93
51.665,-3.93
51.665,-3.65
51.715,-3.65
51.715,-4.12
51.765,-4.12
51.765,-4.1
51.815,-4.1
51.815,-3.91
51.865,-3.91
51.865,-4.22
51.915,-4.22
51.915,-4.39
51.965,-4.39
51.965,-3.45
52.015,-3.45
52.015,-3.92
52.065,-3.92
52.065,-3.44
52.115,-3.44
52.115,-4.09
52.165,-4.09
52.165,-4.34
52.215,-4.34
52.215,-4.37
52.265,-4.37
52.265,-4.63
52.315,-4.63
52.315,-3.78
52.365,-3.78
52.365,-2.93
52.415,-2.93
52.415,-3.04
52.465,-3.04
52.465,-3.43
52.515,-3.43
52.515,-3.56
52.565,-3.56
52.565,-3.49
52.615,-3.49
52.615,-2.87
52.665,-2.87
52.665,-3.16
52.715,-3.16
52.715,-3.52
52.765,-3.52
52.765,-3.17
52.815,-3.17
52.815,-3.07
52.865,-3.07
52.865,-2.72
52.915,-2.72
52.915,-2.72
52.965,-2.72
52.965,-3.4
53.015,-3.4
53.015,-3.02
53.065,-3.02
53.065,-3.58
53.115,-3.58
53.115,-3.16
53.165,-3.16
53.165,-2.67
53.215,-2.67
53.215,-3.2
53.265,-3.2
53.265,-2.81
53.315,-2.81
53.315,-3.49
53.365,-3.49
53.365,-3.34
53.415,-3.34
53.415,-3.25
53.465,-3.25
53.465,-3.28
53.515,-3.28
53.515,-3.02
53.565,-3.02
53.565,-3.04
53.615,-3.04
53.615,-3.26
53.665,-3.26
53.665,-3
53.715,-3
53.715,-3.07
53.765,-3.07
53.765,-2.77
53.815,-2.77
53.815,-3.21
53.865,-3.21
53.865,-3.19
53.915,-3.19
53.915,-3.13
53.965,-3.13
53.965,-2.64
54.015,-2.64
54.015,-2.72
54.065,-2.72
54.065,-3.22
54.115,-3.22
54.115,-2.48
54.165,-2.48
54.165,-3.1
54.215,-3.1
54.215,-2.75
54.265,-2.75
54.265,-2.74
54.315,-2.74
54.315,-2.87
54.365,-2.87
54.365,-2.65
54.415,-2.65
54.415,-2.43
54.465,-2.43
54.465,-3.02
54.515,-3.02
54.515,-3.12
54.565,-3.12
54.565,-2.92
54.615,-2.92
54.615,-2.51
54.665,-2.51
54.665,-2.12
54.715,-2.12
54.715,-2.04
54.765,-2.04
54.765,-3.52
54.815,-3.52
54.815,-4.23
54.865,-4.23
54.865,-2.75
54.915,-2.75
54.915,-2.69
54.965,-2.69
54.965,-2.7
55.015,-2.7
55.015,-2.95
55.065,-2.95
55.065,-4.07
55.115,-4.07
55.115,-5.47
55.165,-5.47
55.165,-5.73
55.215,-5.73
55.215,-5.47
55.265,-5.47
55.265,-5.68
55.315,-5.68
55.315,-5.74
55.365,-5.74
55.365,-6.22
55.415,-6.22
55.415,-5.6
55.465,-5.6
55.465,-5.43
55.515,-5.43
55.515,-5.63
55.565,-5.63
55.565,-5.3
55.615,-5.3
55.615,-5.23
55.665,-5.23
55.665,-4.81
55.715,-4.81
55.715,-5.23
55.765,-5.23
55.765,-2.79
55.815,-2.79
55.815,-2.72
55.865,-2.72
55.865,-5.19
55.915,-5.19
55.915,-5.73
55.965,-5.73
55.965,-5.65
56.015,-5.65
56.015,-5.45
56.065,-5.45
56.065,-5.75
56.115,-5.75
56.115,-5.82
56.165,-5.82
56.165,-5.08
56.215,-5.08
56.215,-4.65
56.265,-4.65
56.265,-3.02
56.315,-3.02
56.315,-3.3
56.365,-3.3
56.365,-3.08
56.415,-3.08
56.415,-3.3
56.465,-3.3
56.465,-3.1
56.515,-3.1
56.515,-2.77
56.565,-2.77
56.565,-3.46
56.615,-3.46
56.615,-5.14
56.665,-5.14
56.665,-5.99
56.715,-5.99
56.715,-5.8
56.765,-5.8
56.765,-5.71
56.815,-5.71
56.815,-5.9
56.865,-5.9
56.865,-5.55
56.915,-5.55
56.915,-5.2
56.965,-5.2
56.965,-5.43
57.015,-5.43
57.015,-5.26
57.065,-5.26
57.065,-5.4
57.115,-5.4
57.115,-5.43
57.165,-5.43
57.165,-5.09
57.215,-5.09
57.215,-5.35
57.265,-5.35
57.265,-4.52
57.315,-4.52
57.315,-4.51
57.365,-4.51
57.365,-4.46
57.415,-4.46
57.415,-4.06
57.465,-4.06
57.465,-3.67
57.515,-3.67
57.515,-3.64
57.565,-3.64
57.565,-3.79
57.615,-3.79
57.615,-4.1
57.665,-4.1
57.665,-4.28
57.715,-4.28
57.715,-4.04
57.765,-4.04
57.765,-3.97
57.815,-3.97
57.815,-4.35
57.865,-4.35
57.865,-4.65
57.915,-4.65
57.915,-3.96
57.965,-3.96
57.965,-3.87
58.015,-3.87
58.015,-3.85
58.065,-3.85
58.065,-4.1
58.115,-4.1
58.115,-3.6
58.165,-3.6
58.165,-3.34
58.215,-3.34
58.215,-3.4
58.265,-3.4
58.265,-3.46
58.315,-3.46
58.315,-3.17
58.365,-3.17
58.365,-2.84
58.415,-2.84
58.415,-3.29
58.465,-3.29
58.465,-3.35
58.515,-3.35
58.515,-2.97
58.565,-2.97
58.565,-2.57
58.615,-2.57
58.615,-2.72
58.665,-2.72
58.665,-3.16
58.715,-3.16
58.715,-3.49
58.765,-3.49
58.765,-2.4
58.815,-2.4
58.815,-4.49
58.865,-4.49
58.865,-5.06
58.915,-5.06
58.915,-4.4
58.965,-4.4
58.965,-2.24
59.015,-2.24
59.015,-3.29
59.065,-3.29
59.065,-5.12
59.115,-5.12
59.115,-5.47
59.165,-5.47
59.165,-5.57
59.215,-5.57
59.215,-5.22
59.265,-5.22
59.265,-5.43
59.315,-5.43
59.315,-5.07
59.365,-5.07
59.365,-4.31
59.415,-4.31
59.415,-3.1
59.465,-3.1
59.465,-2.99
59.515,-2.99
59.515,-3.23
59.565,-3.23
59.565,-4.33
59.615,-4.33
59.615,-3.81
59.665,-3.81
59.665,-2.81
59.715,-2.81
59.715,-2.37
59.765,-2.37
59.765,-2.28
59.815,-2.28
59.815,-2.93
59.865,-2.93
59.865,-5.31
59.915,-5.31
59.915,-5.74
59.965,-5.74
59.965,-5.78
60.015,-5.78
60.015,-5.27
60.065,-5.27
60.065,-2.49
60.115,-2.49
60.115,-2.04
60.165,-2.04
60.165,-3.82
60.215,-3.82
60.215,-5.62
60.265,-5.62
60.265,-6.12
60.315,-6.12
60.315,-6.16
60.365,-6.16
60.365,-6.03
60.415,-6.03
60.415,-5.4
60.465,-5.4
60.465,-5.51
60.515,-5.51
60.515,-6.26
60.565,-6.26
60.565,-6.1
60.615,-6.1
60.615,-5.6
60.665,-5.6
60.665,-5.88
60.715,-5.88
60.715,-5.95
60.765,-5.95
60.765,-6.07
60.815,-6.07
60.815,-6.16
60.865,-6.16
60.865,-6.05
60.915,-6.05
60.915,-6.01
60.965,-6.01
60.965,-5.71
61.015,-5.71
61.015,-5.75
61.065,-5.75
61.065,-6.01
61.115,-6.01
61.115,-5.97
61.165,-5.97
61.165,-6.01
61.215,-6.01
61.215,-5.92
61.265,-5.92
61.265,-5.87
61.315,-5.87
61.315,-5.82
61.365,-5.82
61.365,-5.93
61.415,-5.93
61.415,-5.9
61.465,-5.9
61.465,-6.22
61.515,-6.22
61.515,-6.38
61.565,-6.38
61.565,-6.34
61.615,-6.34
61.615,-6.31
61.665,-6.31
61.665,-6.12
61.715,-6.12
61.715,-6.55
61.765,-6.55
61.765,-6.69
61.815,-6.69
61.815,-5.99
61.865,-5.99
61.865,-6.72
61.915,-6.72
61.915,-6.04
61.965,-6.04
61.965,-6.43
62.015,-6.43
62.015,-6.35
62.065,-6.35
62.065,-5.96
62.115,-5.96
62.115,-5.9
62.165,-5.9
62.165,-6
62.215,-6
62.215,-6.33
62.265,-6.33
62.265,-7.4
62.315,-7.4
62.315,-7
62.365,-7
62.365,-6.3
62.415,-6.3
62.415,-5.9
62.465,-5.9
62.465,-6.08
62.515,-6.08
62.515,-6.86
62.565,-6.86
62.565,-7.13
62.615,-7.13
62.615,-5.94
62.665,-5.94
62.665,-6.3
62.715,-6.3
62.715,-6.73
62.765,-6.73
62.765,-7.1
62.815,-7.1
62.815,-6.94
62.865,-6.94
62.865,-6.23
62.915,-6.23
62.915,-6.71
62.965,-6.71
62.965,-7.02
63.015,-7.02
63.015,-6.58
63.065,-6.58
63.065,-6.47
63.115,-6.47
63.115,-6.96
63.165,-6.96
63.165,-7.34
63.215,-7.34
63.215,-7.13
63.265,-7.13
63.265,-7.01
63.315,-7.01
63.315,-6.9
63.365,-6.9
63.365,-6.69
63.415,-6.69
63.415,-7.44
63.465,-7.44
63.465,-7.04
63.515,-7.04
63.515,-6.4
63.565,-6.4
63.565,-7.35
63.615,-7.35
63.615,-6.87
63.665,-6.87
63.665,-6.57
63.715,-6.57
63.715,-6.5
63.765,-6.5
63.765,-7.18
63.815,-7.18
63.815,-7.1
63.865,-7.1
63.865,-6.85
63.915,-6.85
63.915,-6.94
63.965,-6.94
63.965,-6.42
64.015,-6.42
64.015,-6.13
64.065,-6.13
64.065,-5.98
64.115,-5.98
64.115,-5.9
64.165,-5.9
64.165,-6.09
64.215,-6.09
64.215,-6.57
64.265,-6.57
64.265,-6.02
64.315,-6.02
64.315,-5.87
64.365,-5.87
64.365,-6.12
64.415,-6.12
64.415,-6.54
64.465,-6.54
64.465,-6.77
64.515,-6.77
64.515,-6.08
64.565,-6.08
64.565,-4.58
64.615,-4.58
64.615,-3.57
64.665,-3.57
64.665,-3.64
64.715,-3.64
64.715,-3.4
64.765,-3.4
64.765,-3.75
64.815,-3.75
64.815,-5.26
64.865,-5.26
64.865,-5.81
64.915,-5.81
64.915,-6.77
64.965,-6.77
64.965,-5.61
65.015,-5.61
65.015,-6.42
65.065,-6.42
65.065,-6.76
65.115,-6.76
65.115,-6.7
65.165,-6.7
65.165,-7.21
65.215,-7.21
65.215,-7.54
65.265,-7.54
65.265,-6.94
65.315,-6.94
65.315,-6.9
65.365,-6.9
65.365,-6.96
65.415,-6.96
65.415,-6.46
65.465,-6.46
65.465,-6.24
65.515,-6.24
65.515,-6.74
65.565,-6.74
65.565,-6.53
65.615,-6.53
65.615,-6.28
65.665,-6.28
65.665,-5.86
65.715,-5.86
65.715,-6.46
65.765,-6.46
65.765,-6.46
65.815,-6.46
65.815,-6.23
65.865,-6.23
65.865,-5.76
65.915,-5.76
65.915,-5.92
65.965,-5.92
65.965,-6.28
66.015,-6.28
66.015,-7.18
66.065,-7.18
66.065,-6.77
66.115,-6.77
66.115,-6.69
66.165,-6.69
66.165,-7.05
66.215,-7.05
66.215,-6.9
66.265,-6.9
66.265,-6.75
66.315,-6.75
66.315,-6.54
66.365,-6.54
66.365,-6.58
66.415,-6.58
66.415,-6.93
66.465,-6.93
66.465,-7.14
66.515,-7.14
66.515,-7.35
66.565,-7.35
66.565,-6.93
66.615,-6.93
66.615,-6.82
66.665,-6.82
66.665,-6.7
66.715,-6.7
66.715,-6.72
66.765,-6.72
66.765,-6.74
66.815,-6.74
66.815,-6.33
66.865,-6.33
66.865,-6.09
66.915,-6.09
66.915,-5.86
66.965,-5.86
66.965,-6.75
67.015,-6.75
67.015,-6.57
67.065,-6.57
67.065,-6.4
67.115,-6.4
67.115,-7.06
67.165,-7.06
67.165,-6.8
67.215,-6.8
67.215,-6.36
67.265,-6.36
67.265,-7.05
67.315,-7.05
67.315,-6.73
67.365,-6.73
67.365,-5.76
67.415,-5.76
67.415,-6.12
67.465,-6.12
67.465,-6.37
67.515,-6.37
67.515,-6.66
67.565,-6.66
67.565,-5.98
67.615,-5.98
67.615,-6.29
67.665,-6.29
67.665,-6.63
67.715,-6.63
67.715,-6.71
67.765,-6.71
67.765,-6.4
67.815,-6.4
67.815,-6.07
67.865,-6.07
67.865,-7.12
67.915,-7.12
67.915,-6.74
67.965,-6.74
67.965,-6.13
68.015,-6.13
68.015,-5.36
68.065,-5.36
68.065,-5.32
68.115,-5.32
68.115,-5.67
68.165,-5.67
68.165,-5.99
68.215,-5.99
68.215,-6.16
68.265,-6.16
68.265,-6.57
68.315,-6.57
68.315,-6.85
68.365,-6.85
68.365,-7.18
68.415,-7.18
68.415,-6.48
68.465,-6.48
68.465,-6.48
68.515,-6.48
68.515,-7.04
68.565,-7.04
68.565,-6.69
68.615,-6.69
68.615,-6.45
68.665,-6.45
68.665,-6.65
68.715,-6.65
68.715,-6.61
68.765,-6.61
68.765,-6.54
68.815,-6.54
68.815,-6.93
68.865,-6.93
68.865,-6.76
68.915,-6.76
68.915,-6.14
68.965,-6.14
68.965,-6.32
69.015,-6.32
69.015,-6.4
69.065,-6.4
69.065,-6.46
69.115,-6.46
69.115,-6.87
69.165,-6.87
69.165,-7.09
69.215,-7.09
69.215,-6.6
69.265,-6.6
69.265,-6.51
69.315,-6.51
69.315,-6.43
69.365,-6.43
69.365,-6.4
69.415,-6.4
69.415,-6.52
69.465,-6.52
69.465,-6.72
69.515,-6.72
69.515,-6.05
69.565,-6.05
69.565,-6.28
69.615,-6.28
69.615,-6.6
69.665,-6.6
69.665,-5.66
69.715,-5.66
69.715,-6.09
69.765,-6.09
69.765,-6.37
69.815,-6.37
69.815,-6.49
69.865,-6.49
69.865,-6.87
69.915,-6.87
69.915,-7.08
69.965,-7.08
69.965,-6.43
70.015,-6.43
70.015,-6.23
70.065,-6.23
70.065,-5.9
70.115,-5.9
70.115,-5.13
70.165,-5.13
70.165,-4.01
70.215,-4.01
70.215,-3.39
70.265,-3.39
70.265,-3.25
70.315,-3.25
70.315,-5.22
70.365,-5.22
70.365,-6.71
70.415,-6.71
70.415,-7.1
70.465,-7.1
70.465,-6.83
70.515,-6.83
70.515,-6.81
70.565,-6.81
70.565,-6.75
70.615,-6.75
70.615,-6.67
70.665,-6.67
70.665,-6.44
70.715,-6.44
70.715,-6.4
70.765,-6.4
70.765,-6.33
70.815,-6.33
70.815,-6.04
70.865,-6.04
70.865,-5.87
70.915,-5.87
70.915,-6.2
70.965,-6.2
70.965,-6.22
71.015,-6.22
71.015,-6.19
71.065,-6.19
71.065,-5.72
71.115,-5.72
71.115,-5.42
71.165,-5.42
71.165,-5.03
71.215,-5.03
71.215,-5.25
71.265,-5.25
71.265,-5.2
71.315,-5.2
71.315,-5.13
71.365,-5.13
71.365,-5.13
71.415,-5.13
71.415,-5.21
71.465,-5.21
71.465,-5.28
71.515,-5.28
71.515,-4.78
71.565,-4.78
71.565,-4.14
71.615,-4.14
71.615,-3.97
71.665,-3.97
71.665,-3.97
71.715,-3.97
71.715,-3.69
71.765,-3.69
71.765,-3.84
71.815,-3.84
71.815,-4.24
71.865,-4.24
71.865,-3.87
71.915,-3.87
71.915,-3.45
71.965,-3.45
71.965,-3.28
72.015,-3.28
72.015,-3.36
72.065,-3.36
72.065,-3.66
72.115,-3.66
72.115,-3.52
72.165,-3.52
72.165,-3.22
72.215,-3.22
72.215,-3.24
72.265,-3.24
72.265,-3.3
72.315,-3.3
72.315,-3.34
72.365,-3.34
72.365,-3.01
72.415,-3.01
72.415,-2.9
72.465,-2.9
72.465,-2.84
72.515,-2.84
72.515,-2.64
72.565,-2.64
72.565,-2.55
72.615,-2.55
72.615,-2.45
72.665,-2.45
72.665,-2.33
72.715,-2.33
72.715,-2.39
72.765,-2.39
72.765,-2.04
72.815,-2.04
72.815,-1.85
72.865,-1.85
72.865,-2.21
72.915,-2.21
72.915,-1.88
72.965,-1.88
72.965,-2.07
73.015,-2.07
73.015,-4.22
73.065,-4.22
73.065,-6.3
73.115,-6.3
73.115,-6.87
73.165,-6.87
73.165,-6.74
73.215,-6.74
73.215,-6.54
73.265,-6.54
73.265,-7.07
73.315,-7.07
73.315,-7.2
73.365,-7.2
73.365,-7.37
73.415,-7.37
73.415,-7.29
73.465,-7.29
73.465,-7.09
73.515,-7.09
73.515,-7.26
73.565,-7.26
73.565,-7.46
73.615,-7.46
73.615,-7.07
73.665,-7.07
73.665,-6.84
73.715,-6.84
73.715,-7.36
73.765,-7.36
73.765,-7.43
73.815,-7.43
73.815,-6.9
73.865,-6.9
73.865,-7
73.915,-7
73.915,-7.25
73.965,-7.25
73.965,-7.16
74.015,-7.16
74.015,-7.06
74.065,-7.06
74.065,-7.42
74.115,-7.42
74.115,-7.61
74.165,-7.61
74.165,-7.31
74.215,-7.31
74.215,-7.23
74.265,-7.23
74.265,-6.88
74.315,-6.88
74.315,-6.9
74.365,-6.9
74.365,-6.98
74.415,-6.98
74.415,-7.23
74.465,-7.23
74.465,-7.43
74.515,-7.43
74.515,-6.83
74.565,-6.83
74.565,-6.73
74.615,-6.73
74.615,-6.62
74.665,-6.62
74.665,-7.09
74.715,-7.09
74.715,-6.96
74.765,-6.96
74.765,-5.81
74.815,-5.81
74.815,-5.66
74.865,-5.66
74.865,-5.25
74.915,-5.25
74.915,-4.31
74.965,-4.31
74.965,-3.5
75.015,-3.5
75.015,-3.63
75.065,-3.63
75.065,-4.31
75.115,-4.31
75.115,-4.6
75.165,-4.6
75.165,-3.92
75.215,-3.92
75.215,-4.23
75.265,-4.23
75.265,-3.84
75.315,-3.84
75.315,-3.57
75.365,-3.57
75.365,-3.59
75.415,-3.59
75.415,-3.49
75.465,-3.49
75.465,-3.22
75.515,-3.22
75.515,-2.99
75.565,-2.99
75.565,-3.25
75.615,-3.25
75.615,-3.29
75.665,-3.29
75.665,-3.17
75.715,-3.17
75.715,-3.02
75.765,-3.02
75.765,-3.32
75.815,-3.32
75.815,-3.04
75.865,-3.04
75.865,-3.18
75.915,-3.18
75.915,-2.88
75.965,-2.88
75.965,-3.01
76.015,-3.01
76.015,-3.22
76.065,-3.22
76.065,-3.02
76.115,-3.02
76.115,-3.08
76.165,-3.08
76.165,-2.95
76.215,-2.95
76.215,-2.69
76.265,-2.69
76.265,-2.7
76.315,-2.7
76.315,-2.37
76.365,-2.37
76.365,-2.58
76.415,-2.58
76.415,-2.69
76.465,-2.69
76.465,-2.77
76.515,-2.77
76.515,-2.53
76.565,-2.53
76.565,-2.19
76.615,-2.19
76.615,-2.23
76.665,-2.23
76.665,-2.38
76.715,-2.38
76.715,-2.28
76.765,-2.28
76.765,-2.04
76.815,-2.04
76.815,-1.98
76.865,-1.98
76.865,-1.96
76.915,-1.96
76.915,-1.56
76.965,-1.56
76.965,-1.79
77.015,-1.79
77.015,-1.56
77.065,-1.56
77.065,-1.21
77.115,-1.21
77.115,-2.61
77.165,-2.61
77.165,-4.65
77.215,-4.65
77.215,-5.59
77.265,-5.59
77.265,-5.79
77.315,-5.79
77.315,-5.38
77.365,-5.38
77.365,-5.4
77.415,-5.4
77.415,-5.43
77.465,-5.43
77.465,-5.68
77.515,-5.68
77.515,-6.13
77.565,-6.13
77.565,-5.42
77.615,-5.42
77.615,-5.79
77.665,-5.79
77.665,-5.9
77.715,-5.9
77.715,-5.49
77.765,-5.49
77.765,-5.4
77.815,-5.4
77.815,-5.59
77.865,-5.59
77.865,-5.77
77.915,-5.77
77.915,-5.73
77.965,-5.73
77.965,-5.36
78.015,-5.36
78.015,-5.68
78.065,-5.68
78.065,-6.3
78.115,-6.3
78.115,-6.27
78.165,-6.27
78.165,-5.94
78.215,-5.94
78.215,-5.63
78.265,-5.63
78.265,-5.37
78.315,-5.37
78.315,-5.56
78.365,-5.56
78.365,-5.44
78.415,-5.44
78.415,-5.13
78.465,-5.13
78.465,-4.8
78.515,-4.8
78.515,-4.38
78.565,-4.38
