"н.э.","T anomaly"
1672,-0.4929
1673,-0.5291
1674,-0.518
1675,-0.5221
1676,-0.5153
1677,-0.5514
1678,-0.5389
1679,-0.5449
1680,-0.564
1681,-0.5134
1682,-0.4598
1683,-0.3936
1684,-0.3827
1685,-0.465
1686,-0.3536
1687,-0.3839
1688,-0.3869
1689,-0.2925
1690,-0.3477
1691,-0.3487
1692,-0.363
1693,-0.3358
1694,-0.3573
1695,-0.4778
1696,-0.4747
1697,-0.5014
1698,-0.5651
1699,-0.6688
1700,-0.5448
1701,-0.5956
1702,-0.565
1703,-0.4757
1704,-0.5811
1705,-0.5969
1706,-0.5548
1707,-0.4852
1708,-0.5112
1709,-0.4929
1710,-0.4298
1711,-0.4573
1712,-0.3671
1713,-0.3868
1714,-0.4938
1715,-0.4428
1716,-0.4329
1717,-0.468
1718,-0.4085
1719,-0.4477
1720,-0.3487
1721,-0.4113
1722,-0.2937
1723,-0.3998
1724,-0.373
1725,-0.3874
1726,-0.3687
1727,-0.3691
1728,-0.3574
1729,-0.3329
1730,-0.3681
1731,-0.4359
1732,-0.3807
1733,-0.4071
1734,-0.3309
1735,-0.4129
1736,-0.4165
1737,-0.4208
1738,-0.4336
1739,-0.3545
1740,-0.4417
1741,-0.3918
1742,-0.5289
1743,-0.4002
1744,-0.4267
1745,-0.4929
1746,-0.5085
1747,-0.3601
1748,-0.3725
1749,-0.4057
1750,-0.3988
1751,-0.4185
1752,-0.4025
1753,-0.4061
1754,-0.4471
1755,-0.4356
1756,-0.3517
1757,-0.3621
1758,-0.446
1759,-0.3569
1760,-0.3695
1761,-0.3315
1762,-0.3539
1763,-0.3242
1764,-0.3852
1765,-0.3289
1766,-0.3119
1767,-0.3439
1768,-0.4697
1769,-0.367
1770,-0.3622
1771,-0.3781
1772,-0.4008
1773,-0.3024
1774,-0.2636
1775,-0.3697
1776,-0.2997
1777,-0.2992
1778,-0.3778
1779,-0.3858
1780,-0.3841
1781,-0.3834
1782,-0.4175
1783,-0.464
1784,-0.3977
1785,-0.3766
1786,-0.346
1787,-0.453
1788,-0.3966
1789,-0.3884
1790,-0.4683
1791,-0.3257
1792,-0.2981
1793,-0.3247
1794,-0.2889
1795,-0.3469
1796,-0.2922
1797,-0.3709
1798,-0.2402
1799,-0.3264
1800,-0.3487
1801,-0.2909
1802,-0.308
1803,-0.2369
1804,-0.1819
1805,-0.3112
1806,-0.3508
1807,-0.2959
1808,-0.3168
1809,-0.5006
1810,-0.5449
1811,-0.4628
1812,-0.5112
1813,-0.4819
1814,-0.5156
1815,-0.5709
1816,-0.5579
1817,-0.5299
1818,-0.5668
1819,-0.5398
1820,-0.5119
1821,-0.5595
1822,-0.4709
1823,-0.3849
1824,-0.425
1825,-0.3889
1826,-0.3918
1827,-0.4447
1828,-0.3442
1829,-0.3461
1830,-0.3747
1831,-0.3737
1832,-0.4799
1833,-0.4597
1834,-0.4116
1835,-0.5258
1836,-0.6055
1837,-0.5813
1838,-0.4905
1839,-0.4781
1840,-0.4959
1841,-0.5194
1842,-0.537
1843,-0.5528
1844,-0.4488
1845,-0.5141
1846,-0.3862
1847,-0.4639
1848,-0.4388
1849,-0.5368
1850,-0.4575
1851,-0.4036
1852,-0.3063
1853,-0.3508
1854,-0.4011
1855,-0.3896
1856,-0.4766
1857,-0.462
1858,-0.4149
1859,-0.4818
1860,-0.4142
1861,-0.3807
1862,-0.4721
1863,-0.4219
1864,-0.4589
1865,-0.4466
1866,-0.4526
1867,-0.4279
1868,-0.3481
1869,-0.4184
1870,-0.3736
1871,-0.4096
1872,-0.3557
1873,-0.3607
1874,-0.3924
1875,-0.341
1876,-0.3597
1877,-0.2864
1878,-0.2328
1879,-0.3565
1880,-0.4119
1881,-0.3693
1882,-0.3428
1883,-0.3659
1884,-0.4816
1885,-0.4452
1886,-0.3711
1887,-0.4303
1888,-0.3246
1889,-0.2813
1890,-0.3757
1891,-0.3379
1892,-0.4428
1893,-0.4118
1894,-0.3517
1895,-0.3469
1896,-0.272
1897,-0.2421
1898,-0.2837
1899,-0.3595
1900,-0.2479
1901,-0.2338
1902,-0.3486
1903,-0.3843
1904,-0.3525
1905,-0.3587
1906,-0.3318
1907,-0.4249
1908,-0.3469
1909,-0.4391
1910,-0.4498
1911,-0.391
1912,-0.4209
1913,-0.3766
1914,-0.3185
1915,-0.2827
1916,-0.3963
1917,-0.4029
1918,-0.3408
1919,-0.3052
1920,-0.2837
1921,-0.268
1922,-0.2549
1923,-0.2545
1924,-0.2268
1925,-0.1935
1926,-0.1868
1927,-0.2279
1928,-0.2407
1929,-0.2421
1930,-0.1068
1931,-0.12
1932,-0.1517
1933,-0.1828
1934,-0.088
1935,-0.1159
1936,-0.0722
1937,-0.0317
1938,-0.0366
1939,-0.007
1940,0.0359
1941,-0.0454
1942,-0.007
1943,-0.0143
1944,-0.0293
1945,0.006
1946,-0.0508
1947,-0.0772
1948,-0.0629
1949,-0.1246
1950,-0.0366
1951,-0.0097
1952,-0.0195
1953,0.0085
1954,-0.0204
1955,-0.0393
1956,-0.1278
1957,0.0112
1958,0.0091
1959,-0.0119
1960,0.0282
1961,-0.0272
1962,-0.0528
1963,-0.0092
1964,-0.1302
1965,-0.1208
1966,-0.0479
1967,-0.0518
1968,-0.1118
1969,0.0296
1970,-0.0693
1971,-0.1228
1972,-0.0739
1973,-0.083
1974,-0.0976
1975,-0.1701
1976,-0.0604
1977,0.0225
1978,-0.0419
1979,0.1006
1980,0.1082
1981,0.0879
1982,0.064
1983,0.0602
1984,0.0071
1985,0.0011
1986,0.0697
1987,0.0731
1988,0.1892
1989,0.1978
1990,0.2359
1991,0.2804
1992,0.1739
1993,0.1531
1994,0.3463
1995,0.2331
1996,0.2445
1997,0.3062
1998,0.4392
1999,0.295
2000,0.2751
