"ky before 2015","T anomaly"
52.463,-3.035
52.508,-2.83
52.553,-3.52
52.6,-2.985
52.645,-3.175
52.69,-2.64
52.733,-3.36
52.778,-3.055
52.822,-2.305
52.864,-3.055
52.908,-3.09
52.953,-3.31
53,-3.41
53.047,-3.165
53.091,-2.125
53.132,-2.875
53.175,-3.09
53.218,-2.54
53.26,-2.705
53.302,-2.515
53.343,-2.59
53.383,-2.475
53.424,-2.46
53.464,-2.495
53.505,-2.645
53.547,-3.09
53.591,-3.15
53.636,-3.04
53.682,-3.595
53.731,-3.435
53.779,-3.33
53.826,-2.77
53.869,-3.125
53.913,-2.77
53.958,-3.26
54.003,-3.125
54.049,-3.335
54.096,-3.25
54.143,-3.49
54.19,-2.83
54.234,-2.98
54.278,-2.915
54.321,-2.71
54.366,-3.52
54.412,-3.45
54.461,-3.43
54.51,-3.7
54.56,-3.7
54.609,-3.395
54.659,-3.81
54.71,-3.95
54.762,-3.685
54.813,-3.695
54.862,-2.97
54.908,-3.3
54.955,-3.38
55.002,-3.07
55.047,-2.895
55.092,-3.465
55.139,-3.41
55.187,-3.02
55.233,-3.525
55.281,-3.425
55.329,-3.17
55.375,-3.295
55.423,-3.905
55.474,-3.395
55.523,-3.385
55.57,-3.405
55.619,-3.595
55.668,-3.685
55.719,-3.955
55.772,-4.165
55.826,-3.66
55.878,-3.675
55.929,-4.065
55.983,-4.19
56.036,-3.375
56.088,-4.335
56.141,-3.685
56.193,-3.645
56.243,-3.26
56.291,-3.44
56.34,-4.04
56.391,-3.315
56.441,-3.5
56.489,-3.55
56.539,-3.605
56.588,-3.32
56.636,-3.23
56.683,-3.805
56.734,-3.26
56.781,-3.59
56.831,-3.18
56.877,-3.065
56.923,-3.28
56.968,-2.66
57.013,-3.415
57.059,-3.125
57.106,-3.185
57.151,-2.86
57.195,-2.6
57.237,-2.995
57.281,-2.485
57.323,-2.85
57.365,-2.79
57.411,-3.895
57.46,-3.33
57.508,-2.985
57.553,-2.875
57.597,-3.215
57.643,-3.305
57.69,-2.915
57.734,-2.615
57.778,-3.475
57.825,-3.58
57.874,-3.41
57.922,-3.115
57.969,-3.1
58.014,-2.985
58.059,-3.05
58.104,-2.625
58.146,-3.285
58.192,-2.64
58.235,-2.99
58.277,-2.21
58.319,-3.015
58.362,-2.515
58.403,-2.46
58.444,-2.93
58.487,-2.83
58.532,-3.21
58.576,-2.415
58.617,-2.3
58.657,-2.595
58.698,-2.72
58.741,-2.82
58.783,-2.445
58.825,-2.965
58.868,-2.9
58.912,-3.04
58.957,-2.89
59.001,-2.95
59.045,-2.9
59.089,-2.855
59.132,-2.705
59.175,-2.68
59.218,-3.54
59.266,-2.265
59.307,-3.08
59.351,-3.13
59.398,-3.65
59.446,-3.05
59.491,-2.41
59.534,-3.14
59.579,-3.275
59.625,-3.095
59.671,-2.925
59.716,-3.575
59.765,-3.45
59.812,-2.66
59.856,-2.95
59.9,-2.96
59.944,-2.86
59.99,-3.635
60.037,-3.175
60.085,-3.39
60.133,-3.335
60.181,-3.625
60.231,-3.665
60.281,-3.46
60.33,-3.33
60.378,-3.74
60.429,-3.485
60.479,-3.125
60.525,-3.625
60.575,-3.365
60.623,-3.035
60.668,-2.895
60.714,-3.61
60.762,-3.455
60.812,-3.62
60.862,-3.76
60.912,-3.34
60.961,-3.225
61.009,-3.565
61.059,-3.885
61.11,-3.215
61.159,-3.565
61.207,-3.43
61.257,-3.545
61.307,-3.66
61.357,-3.695
61.408,-3.505
61.459,-4.055
61.512,-3.8
61.564,-3.48
61.615,-3.72
61.666,-3.885
61.719,-3.76
61.771,-3.63
61.822,-3.81
61.874,-3.885
61.928,-4.185
61.984,-4.11
62.039,-4.47
62.098,-4.085
62.154,-3.97
62.209,-4.025
62.263,-4.095
62.319,-4.3
62.377,-4.43
62.436,-4.285
62.493,-3.625
62.545,-4.455
62.604,-4.445
62.663,-4.425
62.722,-4.265
62.78,-4.12
62.836,-4.585
62.897,-4.735
62.959,-4.3
63.018,-4.205
63.077,-5.095
63.144,-4.635
63.206,-4.61
63.268,-4.705
63.33,-4.475
63.391,-4.65
63.453,-4.525
63.513,-4.415
63.573,-4.245
63.629,-3.34
63.68,-3.41
63.731,-4.17
63.785,-3.315
63.836,-4.435
63.894,-3.94
63.949,-3.93
64.003,-3.56
64.054,-3.725
64.107,-4.265
64.165,-4.54
64.225,-4.19
64.283,-4.39
64.343,-4.66
64.405,-4.355
64.464,-4.12
64.522,-4.41
64.581,-4.555
64.642,-4.2
64.7,-4.62
64.762,-4.15
64.821,-4.67
64.882,-4.505
64.944,-4.41
65.004,-4.445
65.063,-3.86
65.119,-3.86
65.176,-4.885
65.238,-4.18
65.297,-4.515
65.358,-4.335
65.418,-4.57
65.48,-4.71
65.544,-4.395
65.604,-4.78
65.668,-4.23
65.728,-4.5
65.789,-4.68
65.853,-4.795
65.917,-4.39
65.979,-4.645
66.042,-4.79
66.107,-4.74
66.171,-4.585
66.235,-4.905
66.301,-4.6
66.364,-4.555
66.427,-4.415
66.488,-4.52
66.55,-3.925
66.606,-4.855
66.671,-4.335
66.732,-4.23
66.792,-4.605
66.855,-4.615
66.918,-4.25
66.978,-4.505
67.041,-4.805
67.106,-4.41
67.168,-4.695
67.232,-4.63
67.296,-4.72
67.361,-4.43
67.423,-4.45
67.486,-4.7
67.55,-4.39
67.611,-3.905
67.669,-4.555
67.731,-4.56
67.794,-4.66
67.858,-3.56
67.913,-4.435
67.973,-4.3
68.034,-4.135
68.094,-4.53
68.156,-4.815
68.223,-4.755
68.289,-4.655
68.354,-3.895
68.411,-4.02
68.468,-3.96
68.525,-3.795
68.582,-4.075
68.639,-3.885
68.696,-4.3
68.757,-4.07
68.816,-4.71
68.881,-4.48
68.944,-4.46
69.008,-4.855
69.074,-4.425
69.139,-4.835
69.206,-4.375
69.269,-4.61
69.333,-4.495
69.397,-4.445
69.459,-3.63
69.515,-4.245
69.576,-4.4
69.638,-4.17
69.697,-3.455
69.751,-3.79
69.806,-3.635
69.861,-3.97
69.919,-4.035
69.978,-3.745
70.034,-3.845
70.09,-3.67
70.146,-3.86
70.202,-3.395
70.255,-3.33
70.306,-3.775
70.361,-3.14
70.412,-3.345
70.464,-3.305
70.515,-3.205
70.565,-2.6
70.611,-3.02
70.659,-2.805
70.706,-2.815
70.753,-2.525
70.798,-2.75
70.844,-2.765
70.891,-2.99
70.938,-2.705
70.987,-3.86
71.041,-3.635
71.095,-2.625
71.143,-3.545
71.195,-3.205
71.247,-3.105
71.296,-3.005
71.345,-3.02
71.395,-3.525
71.448,-3.595
71.503,-3.39
71.556,-3.44
71.609,-2.925
71.657,-3.355
71.71,-3.42
71.762,-3.325
71.815,-3.5
71.869,-3.45
71.922,-3.3
71.975,-3.545
72.029,-3.64
72.084,-3.47
72.139,-4.025
72.197,-3.525
72.252,-3.795
72.309,-3.65
72.366,-4.12
72.428,-4.445
72.491,-3.95
72.551,-4.07
72.612,-4.16
72.673,-4.095
72.734,-3.83
72.792,-3.8
72.85,-3.815
72.908,-3.71
72.964,-3.585
73.021,-3.83
73.077,-3.29
73.131,-3.445
73.184,-3.255
73.237,-3.225
73.29,-3.775
73.346,-3.08
73.398,-3.55
73.452,-3.225
73.505,-3.695
73.56,-2.765
73.61,-3.455
73.663,-3.115
73.715,-3.115
73.766,-3.055
73.817,-3.31
73.869,-3.02
73.919,-2.985
73.968,-2.105
74.012,-2.695
74.059,-2.76
74.107,-2.78
74.155,-2.415
74.2,-2.85
74.248,-2.255
74.293,-2.53
74.339,-2.93
74.387,-2.46
74.433,-2.575
74.479,-2.485
74.524,-2.235
74.568,-1.76
74.608,-2.32
74.652,-2.04
74.695,-2.22
74.739,-2.795
74.786,-2.645
74.833,-2.63
74.881,-2.86
74.929,-2.67
74.978,-3.055
75.027,-2.595
75.076,-3.335
75.128,-3.11
75.179,-2.93
75.23,-2.91
75.28,-2.99
75.33,-3.05
75.381,-2.995
75.433,-3.31
75.486,-3.335
75.539,-3.11
75.592,-3.48
75.647,-3.26
75.701,-3.705
75.758,-3.39
75.814,-3.8
75.873,-3.97
75.933,-3.715
75.991,-3.385
76.047,-3.495
76.103,-3.19
76.156,-3.155
76.209,-3.755
76.267,-3.455
76.323,-3.375
76.377,-3.05
76.43,-3.14
76.484,-4.045
76.543,-2.995
76.596,-3.49
76.652,-3.05
76.704,-3.19
76.757,-3.59
76.814,-3.475
76.871,-3.325
76.926,-3.445
76.981,-3.105
77.034,-3.03
77.086,-3.015
77.138,-3.06
77.19,-3.39
77.244,-2.58
77.294,-3.19
77.346,-2.885
77.397,-2.83
77.447,-3.155
77.5,-3.54
77.557,-3.215
77.611,-3.23
77.666,-3.52
77.723,-3.525
77.78,-3.405
77.836,-3.19
77.89,-3.345
77.945,-3.22
78,-3.3
78.054,-2.97
78.106,-3.1
78.159,-3.315
78.214,-2.845
78.265,-2.875
78.317,-3.7
78.375,-3.32
78.429,-2.625
78.48,-2.805
78.53,-3.06
78.583,-3.065
78.635,-2.67
78.685,-2.835
78.735,-2.725
78.784,-2.46
78.832,-2.55
78.882,-3.16
78.933,-2.705
78.984,-2.82
79.034,-2.835
79.087,-3.575
79.141,-2.51
79.192,-3.03
79.243,-2.565
79.293,-3.135
79.345,-2.22
79.392,-2.44
79.439,-2.38
79.486,-2.795
79.535,-2.48
79.585,-3.145
79.636,-2.355
79.686,-2.995
79.735,-2.13
79.781,-2.03
79.827,-2.785
79.875,-2.565
79.925,-2.72
79.975,-2.885
80.026,-2.725
80.076,-2.43
80.124,-2.46
80.172,-2.45
80.218,-1.9
80.263,-2.98
80.314,-2.31
80.362,-2.695
80.411,-2.185
80.457,-2.455
80.505,-2.63
80.554,-2.505
80.602,-2.52
80.651,-2.43
80.698,-2.19
80.744,-2.33
80.791,-2.57
80.839,-2.245
80.886,-2.345
80.934,-2.76
80.983,-2.37
81.031,-2.75
81.081,-2.64
81.13,-2.36
81.179,-2.745
81.229,-2.815
81.28,-2.525
81.329,-2.325
81.375,-1.955
81.42,-2.175
81.466,-2.63
81.515,-2.605
81.564,-2.185
81.61,-2.185
81.656,-2.185
81.702,-2.4
81.748,-1.325
81.79,-2.07
81.832,-1.69
81.875,-2.105
81.92,-2.035
81.964,-1.965
82.008,-2.515
82.057,-2.13
82.102,-2.295
82.149,-1.855
82.193,-2.37
82.239,-1.925
82.283,-1.955
82.326,-1.485
82.368,-1.56
82.408,-1.815
82.451,-1.48
82.492,-1.795
82.534,-1.935
82.577,-1.52
82.619,-2.2
82.664,-1.795
82.707,-1.005
82.745,-1.895
82.786,-1.79
82.828,-1.385
82.869,-1.74
82.911,-1.87
82.954,-1.865
82.997,-1.57
83.039,-1.975
83.081,-1.245
83.122,-1.76
83.163,-1.24
83.202,-1.325
83.241,-1.38
83.281,-1.415
83.32,-1.235
83.359,-1.15
83.398,-1.84
83.44,-1.705
83.482,-1.78
83.525,-2.02
83.568,-1.42
83.61,-2.045
83.654,-1.815
83.697,-1.685
83.74,-1.855
83.781,-1.28
83.821,-1.255
83.861,-2.345
83.908,-1.695
83.95,-1.965
83.994,-1.72
84.035,-1.205
84.077,-2.04
84.119,-1.68
84.162,-2.085
84.207,-1.64
84.249,-2.445
84.296,-1.905
84.341,-2.125
84.387,-2.225
84.432,-1.73
84.476,-1.79
84.52,-2.15
84.565,-1.92
84.609,-2.035
84.654,-1.795
84.697,-1.65
84.739,-1.94
84.784,-2.16
84.83,-2.5
84.878,-2.12
84.923,-1.625
84.968,-2.675
85.016,-2.31
85.064,-2.16
85.111,-2.32
85.158,-2.435
85.207,-2.13
85.253,-1.32
85.294,-2.42
85.341,-2.335
85.389,-2.245
85.436,-2.32
85.484,-2.615
85.533,-2
85.58,-2.525
85.629,-2.485
85.678,-2.495
85.727,-2.245
85.775,-2.38
85.824,-2.715
85.875,-2.665
85.926,-2.635
85.976,-2.625
86.027,-2.285
86.075,-2.385
86.124,-2.51
86.173,-2.195
86.222,-2.93
86.273,-2.615
86.325,-2.65
86.376,-2.665
86.427,-2.49
86.478,-2.905
86.531,-2.84
86.584,-2.995
86.639,-3.125
86.695,-3.16
86.751,-2.375
86.8,-3.045
86.855,-2.895
86.909,-3.035
86.964,-2.66
87.017,-3.265
87.073,-2.835
87.128,-3.305
87.186,-3.585
87.247,-3.8
87.311,-3.765
87.375,-3.285
87.433,-2.745
87.488,-3.325
87.546,-3.495
87.606,-3.23
87.664,-3.42
87.723,-2.785
87.779,-3.72
87.839,-2.925
87.896,-3.485
87.956,-3.26
88.014,-3.02
88.069,-2.9
88.124,-2.875
88.179,-3.295
88.237,-3.26
88.295,-2.97
88.351,-3.44
88.411,-2.905
88.466,-3.21
88.524,-3.505
88.583,-2.845
88.639,-3.075
88.696,-3.135
88.753,-2.845
88.807,-2.63
88.859,-2.805
88.912,-2.55
88.964,-2.765
89.017,-2.55
89.07,-3.22
89.127,-3.145
89.184,-2.82
89.239,-3.045
89.295,-3.08
89.351,-2.335
89.401,-2.445
89.452,-2.56
89.503,-2.42
89.554,-2.525
89.605,-2.625
89.657,-3.115
89.715,-3.055
89.77,-2.38
89.822,-2.585
89.873,-2.61
89.926,-2.76
89.978,-2.35
90.028,-1.945
90.077,-2.505
90.127,-2.695
90.18,-2.73
90.233,-2.7
90.287,-2.73
90.339,-1.99
90.389,-3.185
90.445,-2.93
90.501,-2.66
90.554,-2.455
90.605,-3.385
90.665,-3.295
90.725,-3.19
90.784,-3.105
90.842,-2.96
90.898,-2.82
90.953,-2.44
91.004,-2.58
91.056,-2.835
91.111,-2.855
91.166,-2.58
91.221,-3.3
91.278,-2.88
91.335,-3.17
91.393,-2.935
91.45,-2.91
91.506,-3.365
91.565,-2.11
91.615,-2.475
91.667,-2.795
91.722,-3.02
91.779,-3.095
91.836,-2.635
91.89,-2.84
91.945,-2.805
92,-2.45
92.052,-2.65
92.105,-2.675
92.159,-2.665
92.213,-2.88
92.269,-2.925
92.325,-2.815
92.38,-2.635
92.433,-2.065
92.483,-2.595
92.536,-2.815
92.59,-2.435
92.642,-2.545
92.694,-2.105
92.744,-2.95
92.799,-2.345
92.851,-2.455
92.903,-2.44
92.954,-2.4
93.006,-2.685
93.06,-3.025
93.116,-2.3
93.169,-2.66
93.222,-2.58
93.276,-2.795
93.329,-2.19
93.38,-2.115
93.429,-2.285
93.479,-2.235
93.53,-2.39
93.582,-2.96
93.637,-2.525
93.691,-2.44
93.741,-1.765
93.79,-2.77
93.843,-2.365
93.895,-2.22
93.945,-2.39
93.996,-2.425
94.048,-2.335
94.099,-2.17
94.149,-2.195
94.198,-2.07
94.247,-2.11
94.297,-2.805
94.351,-1.995
94.4,-2.3
94.451,-2.705
94.505,-2.12
94.555,-2.465
94.607,-2.475
94.66,-2.525
94.714,-3.06
94.77,-2.34
94.822,-1.97
94.87,-1.365
94.914,-1.51
94.958,-2.085
95.006,-1.705
95.052,-1.815
95.099,-2.21
95.148,-2.07
95.197,-2.055
95.247,-2.41
95.299,-2.69
95.353,-2.47
95.406,-2.515
95.459,-2.665
95.514,-2.49
95.567,-2.46
95.62,-2.68
95.674,-2.27
95.726,-2.51
95.779,-2.63
95.832,-2.11
95.884,-2.48
95.936,-2.65
95.989,-1.615
96.037,-2.39
96.089,-2.93
96.144,-2.07
96.195,-2.4
96.247,-2.16
96.297,-1.865
96.345,-2.3
96.396,-2.615
96.45,-2.435
96.503,-1.845
96.551,-2.92
96.608,-2.575
96.662,-2.365
96.714,-1.91
96.764,-2.73
96.817,-2.145
96.869,-2.4
96.92,-2.12
96.971,-2.36
97.023,-2.35
97.076,-2.855
97.13,-1.78
97.181,-2.555
97.232,-2.11
97.283,-2.16
97.333,-2.11
97.384,-2.185
97.434,-2.085
97.485,-2.525
97.537,-2.415
97.59,-1.92
97.64,-2.73
97.694,-2.365
97.747,-2.43
97.8,-1.705
97.848,-2.1
97.897,-2.4
97.95,-2.565
98.005,-2.515
98.059,-2.39
98.111,-1.91
98.16,-2.23
98.211,-2.08
98.262,-2.72
98.316,-1.84
98.367,-2.675
98.42,-2.315
98.473,-2.295
98.524,-1.865
98.574,-2.32
98.625,-1.84
98.675,-2.41
98.727,-2.665
98.782,-2.575
98.837,-2.27
98.89,-2.65
98.945,-2.235
98.998,-2.83
99.055,-2.16
99.106,-2.35
99.159,-2.335
99.212,-2.935
99.27,-2.795
99.328,-2.58
99.383,-2.355
99.437,-2.64
99.492,-2.53
99.547,-2.35
99.6,-2.1
99.651,-2.605
99.706,-2.1
99.757,-2.085
99.808,-2.29
99.86,-2.265
99.913,-2.805
99.969,-2.15
100.022,-2.515
100.075,-2.16
100.127,-2.035
100.179,-2.44
100.231,-2.165
100.283,-1.945
100.334,-2.375
100.386,-2.24
100.439,-2.38
100.491,-1.895
100.542,-2.335
100.594,-2.01
100.645,-2.5
100.699,-2.285
100.752,-2.225
100.804,-2.15
100.856,-2.145
100.907,-1.96
100.958,-2.565
101.013,-2.46
101.068,-2.58
101.123,-2.45
101.178,-2.12
101.23,-2.185
101.281,-1.895
101.331,-1.77
101.38,-2.02
101.428,-1.395
101.475,-1.725
101.523,-2.255
101.574,-1.94
101.626,-2.42
101.679,-2.235
101.732,-2.345
101.785,-2.045
101.837,-2.32
101.89,-2.17
101.943,-2.17
101.995,-2.13
102.047,-2.51
102.103,-2.295
102.156,-2.205
102.209,-2.12
102.261,-2.45
102.317,-3.09
102.377,-2.37
102.433,-2.42
102.488,-2.565
102.544,-2.435
102.6,-2.385
102.655,-2.725
102.712,-2.16
102.767,-2.755
102.825,-2.79
102.884,-2.77
102.943,-2.62
103,-2.4
103.056,-2.975
103.117,-2.87
103.178,-3.11
103.24,-2.645
103.299,-3.485
103.367,-3.37
103.433,-3.13
103.498,-3.675
103.568,-3.49
103.636,-3.225
103.702,-3.645
103.77,-2.915
103.835,-3.445
103.901,-2.845
103.963,-3.125
104.026,-2.86
104.087,-2.835
104.148,-3.39
104.215,-3.08
104.277,-2.285
104.335,-2.82
104.395,-2.97
104.457,-2.74
104.518,-2.735
104.577,-2.645
104.637,-2.875
104.698,-2.625
104.757,-2.295
104.813,-2.45
104.869,-2.44
104.926,-2.32
104.983,-2.575
105.04,-2.49
105.098,-2.01
105.151,-2.425
105.208,-2.745
105.269,-2.8
105.329,-2.435
105.387,-2.395
105.444,-2.59
105.503,-2.445
105.56,-2.32
105.617,-2.375
105.673,-2.45
105.731,-2.58
105.79,-2.63
105.85,-2.565
105.909,-2.635
105.967,-1.77
106.021,-2.24
106.076,-2.41
106.132,-2.055
106.187,-2.255
106.243,-2.3
106.299,-1.97
106.352,-1.97
106.405,-2.08
106.459,-1.84
106.512,-1.97
106.564,-1.665
106.615,-1.795
106.666,-1.505
106.716,-1.86
106.769,-2.075
106.824,-2.585
106.883,-2.415
106.941,-2.315
106.998,-2.015
107.053,-2.41
107.111,-2.145
107.168,-2.5
107.227,-2.66
107.288,-2.53
107.348,-2.435
107.408,-2.915
107.471,-2.515
107.533,-2.76
107.595,-2.455
107.655,-2.79
107.718,-2.815
107.782,-2.77
107.846,-3.125
107.914,-3.115
107.982,-3.195
108.051,-3.23
108.121,-3.19
108.19,-3.26
108.26,-3.405
108.332,-3.445
108.405,-3.755
108.481,-3.18
108.552,-3.485
108.626,-3.265
108.697,-3.44
108.77,-3.18
108.841,-3.595
108.916,-3.215
108.987,-3.23
109.059,-3.87
109.137,-3.155
109.208,-2.905
109.276,-3.125
109.345,-3.04
109.414,-2.695
109.481,-3.52
109.555,-2.905
109.622,-2.81
109.689,-2.79
109.755,-2.805
109.821,-2.705
109.887,-2.505
109.95,-3.31
110.022,-2.835
110.09,-2.125
110.15,-2.675
110.216,-3.21
110.287,-2.81
110.355,-2.79
110.421,-2.235
110.484,-2.56
110.547,-2.635
110.613,-2.63
110.679,-2.785
110.746,-2.705
110.812,-2.39
110.876,-2.645
110.942,-2.4
111.005,-2.465
111.07,-2.725
111.136,-2.5
111.201,-2.48
111.265,-2.06
111.328,-2.865
111.395,-2.885
111.465,-2.345
111.53,-2.705
111.597,-2.595
111.663,-2.22
111.727,-2.715
111.794,-2.735
111.862,-2.625
111.93,-2.59
111.997,-2.415
112.062,-2.69
112.131,-2.81
112.2,-2.24
112.264,-2.3
112.328,-2.57
112.395,-2.815
112.465,-2.3
112.529,-2.075
112.592,-2.535
112.657,-2.01
112.719,-1.91
112.779,-2.18
112.842,-2.385
112.908,-2.32
112.972,-2.245
113.036,-2.045
113.099,-2.05
113.162,-2.54
113.227,-1.605
113.287,-1.82
113.346,-1.99
113.407,-1.765
113.468,-2.175
113.531,-2.31
113.596,-1.865
113.657,-1.71
113.717,-2.345
113.781,-1.63
113.841,-1.53
113.898,-1.41
113.954,-1.59
114.012,-1.515
114.069,-1.415
114.125,-1.435
114.181,-1.005
114.235,-1.57
114.292,-1.48
114.349,-1.54
114.407,-1.275
114.463,-1.01
114.517,-1.545
114.574,-1.655
114.634,-1.635
114.692,-1.345
114.749,-1.21
114.805,-0.815
114.857,-0.92
114.909,-1.245
114.964,-1.425
115.021,-1.085
115.075,-1.225
115.129,-0.48
115.18,-1.08
115.234,-0.96
115.288,-1.09
115.341,-0.605
115.392,-1.3
115.447,-1.06
115.501,-1.18
115.557,-1.115
115.611,-1.035
115.664,-0.81
115.717,-1.14
115.772,-1.3
115.827,-0.815
115.88,-0.71
115.933,-1.305
115.987,-0.855
116.041,-0.815
116.094,-1.28
116.15,-0.71
116.201,-0.865
116.254,-1.515
116.313,-0.775
116.365,-0.405
116.415,-0.605
116.465,-0.505
116.515,-0.62
116.565,-0.51
116.615,-0.8
116.667,-0.74
116.719,-0.595
116.769,-0.28
116.819,-0.66
116.87,-0.855
116.921,-0.15
116.97,-0.395
117.018,-0.215
117.066,-0.495
117.116,-0.78
117.167,0.02
117.214,-0.28
117.262,-0.25
117.31,-0.28
117.358,-0.16
117.405,0.17
117.45,-0.35
117.498,-0.38
117.547,-0.1
117.595,-0.195
117.642,-0.185
117.689,0.195
117.735,-0.25
117.782,-0.255
117.83,0.2
117.876,-0.205
117.922,0.045
117.97,-0.435
118.019,-0.325
118.066,0.69
118.109,0.365
118.152,0.57
118.194,0.025
118.24,-0.45
118.289,0.11
118.336,-0.16
118.384,-0.35
118.431,0.215
118.477,0.25
118.521,0.35
118.566,-0.245
118.614,0.08
118.66,-0.045
118.708,-0.175
118.756,-0.035
118.803,0.375
118.847,-0.095
118.894,0.145
118.939,0.205
118.983,0.665
119.027,0.08
119.07,0.8
119.113,0.28
119.157,0.305
119.201,0.16
119.247,0.095
119.292,0.36
119.337,0.14
119.382,0.15
119.428,0.435
119.473,-0.165
119.52,0.06
119.566,0.645
119.609,0.335
119.653,0.685
119.695,0.14
119.74,0.445
119.784,0.625
119.825,1.055
119.866,0.38
119.909,0.33
119.953,0.565
119.996,0.235
120.042,0.055
120.088,0.42
120.132,0.565
120.175,0.295
120.218,0.99
120.26,0.295
120.304,0.95
120.344,0.77
120.385,0.625
120.427,0.735
120.469,0.395
120.513,0.57
120.556,0.69
120.598,0.495
120.641,0.355
120.685,0.48
120.729,0.64
120.772,0.51
120.815,0.56
120.858,0.925
120.898,0.655
120.94,0.795
120.982,0.71
121.023,0.79
121.064,0.935
121.105,1.25
121.143,0.575
121.186,0.54
121.227,1.245
121.268,0.61
121.309,0.695
121.351,0.69
121.393,0.775
121.435,0.685
121.477,0.775
121.518,1.165
121.557,0.935
121.597,1.44
121.635,0.84
121.676,0.49
121.718,1.115
121.758,1.18
121.797,0.835
121.838,0.76
121.879,0.845
121.92,1.07
121.96,0.73
122.002,0.235
122.047,0.62
122.09,0.75
122.133,0.545
122.175,0.855
122.217,0.615
122.26,0.9
122.302,1.03
122.342,1.155
122.381,0.86
122.421,1.355
122.46,1.09
122.5,0.64
122.543,0.83
122.584,0.995
122.625,0.865
122.666,0.89
122.706,1.03
122.746,1.105
122.786,1.03
122.826,0.825
122.866,1.265
122.905,1.355
122.943,1.17
122.983,0.535
123.023,1.22
123.064,1.045
123.103,1.07
123.143,0.825
123.183,1.16
123.225,0.26
123.267,1.225
123.307,1.185
123.346,0.87
123.388,0.645
123.429,1.275
123.47,0.545
123.511,1.1
123.551,0.74
123.592,1.505
123.631,0.74
123.672,0.65
123.714,1.195
123.753,1.365
123.791,1.15
123.83,1.16
123.87,0.76
123.91,1.56
123.947,1.155
123.986,1.02
124.026,1.235
124.065,0.81
124.106,0.415
124.151,1.255
124.189,1.23
124.228,1.165
124.265,1.885
124.3,1.25
124.338,1.48
124.374,1.83
124.41,0.965
124.45,1.24
124.489,1.055
124.527,1.46
124.566,0.695
124.607,0.77
124.65,0.42
124.693,0.925
124.735,1.065
124.776,0.435
124.819,0.3
124.864,0.855
124.906,1.05
124.946,1.365
124.985,0.785
125.025,1.115
125.066,0.555
125.108,0.405
125.153,1.025
125.194,0.46
125.237,0.635
125.28,1.005
125.321,0.87
125.362,0.72
125.404,0.48
125.448,0.95
125.489,0.84
125.53,1.015
125.571,0.995
125.611,0.57
125.654,0.635
125.697,0.665
125.739,0.75
125.782,0.54
125.825,0.81
125.868,0.295
125.913,0.105
125.959,1.045
126,0.695
126.043,0.54
126.087,0.555
126.129,1.14
126.171,0.395
126.213,1.07
126.254,0.42
126.298,0.455
126.342,1.03
126.383,1.03
126.424,0.215
126.468,0.555
126.513,0.165
126.559,0.245
126.606,0.665
126.648,0.58
126.691,0.885
126.733,0.955
126.773,0.75
126.814,1.195
126.854,1.3
126.892,1.07
126.931,1.145
126.969,1.605
127.005,1.265
127.043,1.59
127.08,1.07
127.118,1.395
127.155,1.6
127.191,1.325
127.229,0.95
127.268,1.08
127.308,1.125
127.346,1.305
127.384,1.43
127.422,0.83
127.462,0.945
127.502,1.04
127.541,1.49
127.577,1.665
127.613,1.22
127.651,1.385
127.687,1.475
127.725,1.02
127.763,1.475
127.8,1.795
127.838,1.625
127.875,1.405
127.911,2.2
127.944,1.68
127.978,1.965
128.012,2.16
128.044,2.215
128.078,1.68
128.112,1.985
128.144,1.6
128.178,1.735
128.212,1.63
128.247,2.19
128.28,1.28
128.314,2.395
128.349,2
128.382,1.45
128.414,2.04
128.445,1.73
128.477,2.395
128.508,2.355
128.539,2.03
128.571,2.43
128.602,1.92
128.632,1.55
128.663,1.83
128.696,2.42
128.727,2.73
128.759,1.98
128.791,1.67
128.824,2.15
128.856,2.295
128.887,2.255
128.92,1.58
128.954,1.895
128.987,1.94
129.021,1.175
129.056,1.76
129.089,1.83
129.123,2.305
129.155,1.69
129.19,1.56
129.223,2.045
129.256,1.9
129.289,1.885
129.321,2.28
129.352,1.325
129.388,1.49
129.423,1.44
129.458,2.175
129.49,1.72
129.524,1.53
129.558,1.885
129.591,1.63
129.625,1.66
129.659,1.73
129.692,1.685
129.726,1.54
129.761,0.965
129.799,1.21
129.835,1.85
129.869,1.655
129.903,1.46
129.938,1.54
129.972,1.675
130.006,1.155
130.042,1.36
130.078,1.455
130.114,1.695
130.148,0.785
130.187,1.06
130.223,1.41
130.259,1.095
130.296,0.955
130.333,1.305
130.37,1.375
130.406,0.835
130.445,0.82
130.482,1.625
130.521,0.385
130.561,0.57
130.602,1.075
130.64,0.775
130.679,0.67
130.72,0.445
130.762,0.52
130.803,0.5
130.845,0.405
130.887,0.45
130.93,-0.09
130.975,0.21
131.019,0.315
131.063,0.23
131.106,0.2
131.15,0.385
131.193,0.175
131.238,-0.16
131.284,0.2
131.329,0.245
131.373,0.035
131.418,0.375
131.461,-0.115
131.507,-0.06
131.553,-0.835
131.606,-0.585
131.657,-0.345
131.706,-0.565
131.757,-0.545
131.807,-0.795
131.86,-0.76
131.913,-0.88
131.966,-0.89
132.02,-0.69
132.073,-1.425
132.131,-1.3
132.188,-0.76
132.242,-0.83
132.295,-0.665
132.347,-1.05
132.402,-1.16
132.458,-1.14
132.515,-1.575
